Age,Gender,Height,Weight,FAVC,FCVC,NCP,CH2O,FAF,TUE,CALC,MTRANS,NObeyesdad,BMI
21,1,1.695481539878211,88.99113711339669,1,1,1,2.937027113766396,0,0.6653090018101024,1,3,Obesity_Type_II,30.957125294340308
27,1,1.5743663241412,98.72478950950408,1,2,2,1.9109423414587352,2,1.1853172957708933,0,2,Obesity_Type_III,39.83039682849728
36,1,1.6106928515143544,95.85959337321242,1,3,1,2.6590448305767493,3,0.9899042674099832,0,0,Obesity_Type_III,36.94963221942725
53,1,1.6036841630401129,148.51603203278898,1,2,3,2.9501378451974336,2,1.891475918804588,1,3,Obesity_Type_III,57.74782831682217
34,1,1.7485431334055217,105.78786933651828,0,1,4,2.7469463421120084,1,1.4951492721082207,0,2,Obesity_Type_II,34.60056336830106
29,0,1.5135754573026616,97.96553827223346,1,3,4,1.4542994935426539,3,1.461085262993158,0,2,Obesity_Type_III,42.76270557866385
58,0,1.9358995960722376,90.74936491934994,1,3,4,1.0160637277512459,0,0.09270653886855906,1,2,Normal_Weight,24.21463549866368
31,0,1.8319472270000499,142.02054566636525,1,2,3,1.9841634107768302,0,1.0993393380073821,2,1,Obesity_Type_III,42.31801219789006
60,1,1.6627661843839925,151.77713210397897,0,3,3,2.0627216633905334,1,0.9339829078036297,3,1,Obesity_Type_III,54.896413879945825
37,1,1.5340707965989804,146.5085511188368,0,1,3,1.4025007291023392,0,1.855684533212389,0,1,Obesity_Type_III,62.25470340187636
39,1,1.917455849952467,123.86686884455524,0,3,4,1.5693487838936353,0,0.5146839763790645,0,2,Obesity_Type_II,33.69026395135456
38,1,1.8866023877536175,56.30757999205295,1,2,1,2.530306321697094,0,0.5396669065821886,1,2,Insufficient_Weight,15.819986295756406
58,1,1.832512422940105,73.88561615599355,1,2,3,1.9406945174262675,0,0.8226924977630008,3,1,Normal_Weight,22.00219677407667
54,1,1.5939199351279585,44.80394602392916,1,3,2,1.6347081672005133,0,0.48673942681275206,3,2,Insufficient_Weight,17.635316592342058
42,0,1.6632967178398446,156.28383344875436,0,1,3,2.2452520547238386,0,0.258367835617499,0,1,Obesity_Type_III,56.490392767900644
28,0,1.5044565737997844,122.26061474105471,1,1,2,2.3055195119522507,0,1.7148296933016016,1,1,Obesity_Type_III,54.01660221867205
58,1,1.5501909481055918,133.04172342346843,0,2,4,2.5387915536816044,3,1.1165530488078317,2,1,Obesity_Type_III,55.362726343791614
14,0,1.8649988177778685,78.25803918736085,0,2,2,1.3134185915258383,0,1.7227254379131336,3,3,Normal_Weight,22.499446816373993
38,1,1.8289705209908624,145.55234380694515,0,1,3,2.483034504653981,3,1.6622695308073918,2,2,Obesity_Type_III,43.51167399190663
20,0,1.7645474543772455,71.71001374726829,0,3,3,2.198856784220837,2,0.5640847095793422,1,0,Normal_Weight,23.03101726499117
22,1,1.9247351647408717,39.20711339616866,0,3,1,1.1151437306055942,1,1.095474888648548,2,1,Insufficient_Weight,10.583343861815846
37,1,1.7591312544409141,86.42828527760744,1,3,4,2.5548912565068225,0,0.1664354054801409,1,0,Obesity_Type_I,27.92925859861619
14,0,1.6974930399807135,110.91594660084326,1,3,2,1.7661605626663701,1,1.8305037680615168,0,3,Obesity_Type_III,38.492665477435665
57,0,1.6303964955420542,99.31681210365585,0,1,4,1.660761868659275,0,0.8085254301303062,2,2,Obesity_Type_III,37.36253240135855
21,1,1.9484377080401714,147.62159396465123,1,2,3,1.8961503031632687,3,0.7873523677780427,0,1,Obesity_Type_III,38.88452862698152
37,1,1.4938391946079073,52.281066030477035,1,2,1,1.6923501546122581,0,0.6055107412359064,0,1,Normal_Weight,23.428081940447797
24,0,1.9433703071922284,108.78175351984942,0,3,3,1.6765711844198181,2,0.9213274894214076,1,1,Obesity_Type_I,28.80347785522233
30,0,1.8881587697634397,103.63539807743433,0,1,3,2.616155335401251,1,0.5035187730908961,2,0,Obesity_Type_I,29.06906746375849
21,1,1.5188628600039216,74.45551575369254,1,1,3,1.2490105087313845,1,0.7497045455936091,3,3,Obesity_Type_II,32.27451695721268
48,0,1.7494417095678845,142.60074218470334,1,3,2,2.941200135714917,2,1.5998940971697637,2,2,Obesity_Type_III,46.59323154479914
48,1,1.909270430327016,133.858930641158,1,3,3,2.1098632887486866,3,1.6685110071703437,3,3,Obesity_Type_III,36.720827398227314
46,1,1.7530588567117915,131.3402576038107,1,3,4,1.3658479968426258,3,0.6083649552570323,0,1,Obesity_Type_III,42.73708231544442
18,1,1.9308159054271297,149.40025226196406,0,2,4,1.262430965863373,2,0.9380288611055758,0,3,Obesity_Type_III,40.07463682928658
55,1,1.9497814229125026,130.07085967831165,1,3,1,2.183019064269965,1,1.7476395525601045,1,0,Obesity_Type_II,34.21433900826207
52,0,1.6738637967576822,68.21200275605554,0,2,4,2.265998887693856,0,0.10534666365939427,3,4,Normal_Weight,24.345604824814323
54,0,1.6499762405453515,127.90090166786108,0,1,3,1.1060515420596215,3,1.7782899239915708,2,4,Obesity_Type_III,46.980563896729095
41,0,1.946250211603653,77.77055448712032,1,1,3,1.4860038282575716,0,0.4383686913046634,1,2,Normal_Weight,20.531366228761108
20,0,1.807824232409324,69.51400594378129,1,2,4,2.5909238424429346,1,1.3570784884287517,1,2,Normal_Weight,21.269628759073537
22,0,1.5114920211145297,48.19845270535304,1,2,1,1.099249255487051,0,1.1651033927692005,1,3,Normal_Weight,21.09703282357348
21,0,1.472414627088021,132.74760112380727,0,2,1,2.7101773278120724,2,1.1058814963785042,2,2,Obesity_Type_III,61.23030679550814
25,0,1.7492533970285495,128.5861212056762,0,2,4,2.316324953052667,3,1.7187204495056427,1,0,Obesity_Type_III,42.02315393367708
47,1,1.942990611682365,68.54693418693581,0,3,2,1.8688465187264096,3,0.20314428728932254,2,1,Insufficient_Weight,18.157106090506677
46,0,1.8974518122750839,133.42175610724365,0,1,2,1.6928656979418317,2,0.6940560506512721,1,1,Obesity_Type_III,37.05827005759886
36,0,1.8081993056260983,154.64795126978768,1,3,2,1.038497927697788,2,1.0765054926895312,3,3,Obesity_Type_III,47.29895815343847
37,1,1.5237313999122764,52.611648643938985,0,2,2,2.650429891503686,3,1.6225777078920796,0,1,Normal_Weight,22.66026981028379
50,0,1.5847426333868087,68.31221643673365,0,3,4,1.2854437079370762,3,0.432886166823343,3,3,Overweight_Level_I,27.200750898705355
48,0,1.9140209500728864,133.53286005500175,1,3,1,1.6190839837241762,3,1.6058596827485525,3,2,Obesity_Type_III,36.44976870677176
57,1,1.5468878354281572,73.58784086189186,0,1,3,2.138213960725608,1,0.7992769649878715,1,2,Obesity_Type_II,30.75306541645623
53,0,1.5975728863727303,117.70766075974831,0,3,3,1.4919852001425085,1,0.3778277128673908,3,0,Obesity_Type_III,46.119370047234625
35,0,1.5186883451335842,49.22669228242803,1,1,4,1.9942809275044027,1,1.5179728808869652,3,1,Normal_Weight,21.34338679024305
40,0,1.8083373626496377,95.97751236704588,0,2,3,2.6186856574774047,0,0.18179780294909564,3,0,Obesity_Type_I,29.350167109944
48,1,1.950310621842501,132.1255191711121,0,3,2,1.9410758695805497,1,1.0295347481508859,1,4,Obesity_Type_II,34.73594630358419
14,0,1.5925530567455546,125.50075682344982,0,2,1,2.8979546882391922,3,0.12775156772377683,2,0,Obesity_Type_III,49.4832852050711
48,0,1.701965502160539,141.69908468515166,0,1,4,2.695001240752683,1,0.7128357103155751,0,3,Obesity_Type_III,48.917644775945604
50,1,1.7862000620469383,149.55896795199928,1,2,1,1.6660784707267884,3,1.2021535980127853,0,3,Obesity_Type_III,46.87618497859823
60,0,1.9797171115542842,136.42112115860354,0,2,4,1.7999242491678755,2,1.1122310829744262,2,0,Obesity_Type_II,34.807701074138315
27,1,1.5055482744487132,123.62005561030468,1,1,4,1.8466534540450543,0,0.809310835809333,2,2,Obesity_Type_III,54.538044722917256
16,1,1.7142425237380259,42.99703396881993,0,2,4,2.2523589058490296,0,0.8580959879442314,3,4,Insufficient_Weight,14.631672435595144
14,0,1.654113663548325,106.40580084958995,1,2,4,1.5735914583770796,2,0.4535391067015331,0,0,Obesity_Type_III,38.88970121814377
18,1,1.9088846875678482,43.74991333927145,1,2,1,2.9384982776450173,3,0.9117651768482058,2,2,Insufficient_Weight,12.006538247890392
39,1,1.7022628974361775,140.81654495661883,1,3,3,2.217368441207002,0,1.9065097114416685,3,0,Obesity_Type_III,48.595988167818284
27,0,1.5088180880301285,79.41129008195466,0,2,4,1.798803317482267,1,1.7009058355675808,0,1,Obesity_Type_II,34.88257107204595
52,1,1.7862447970018893,109.86610113885804,0,1,2,2.2900196309831347,3,0.2904657381526876,1,3,Obesity_Type_II,34.43354680654785
40,1,1.8585137276798562,74.21010872218173,0,3,4,1.7908100210594153,0,0.05956157464184186,1,1,Normal_Weight,21.48481019159772
22,0,1.4515270633827757,137.595018191917,1,3,1,2.635591361958838,2,1.8670486254332612,0,1,Obesity_Type_III,65.30590238867065
28,0,1.9052470432729336,150.6993183568797,0,1,4,2.1356819211034423,3,1.0534994997614953,0,4,Obesity_Type_III,41.51534919954546
28,0,1.5485921900030029,89.22895427084606,0,2,2,1.083941006812134,0,1.0756756462986155,1,2,Obesity_Type_III,37.20760139478321
39,1,1.7425967632662902,147.7282215823846,0,3,1,1.3535137348469215,2,1.5614359914130447,1,3,Obesity_Type_III,48.64852347243391
55,0,1.6703726753643486,72.65145093949789,0,3,4,2.7299879460590692,3,0.6293779477426531,0,1,Overweight_Level_I,26.03859448331085
26,1,1.831416522803581,106.36727630751601,1,3,2,2.12579965271358,1,0.9638151376720043,3,3,Obesity_Type_II,31.71274114183863
45,1,1.646715655836443,147.2039401596767,1,2,1,2.90068695302781,3,1.9373258262934752,2,2,Obesity_Type_III,54.28529544406855
52,1,1.9109744836413067,80.06104916958958,0,3,4,1.1448446257213696,1,1.3442973738648143,2,0,Normal_Weight,21.923581375447704
45,1,1.8371630713081588,159.2093253998388,0,1,2,1.5905212601719478,3,0.30749006399157186,0,1,Obesity_Type_III,47.170783290472194
17,1,1.7932879806633484,54.35681722445434,0,2,1,1.3870867464791452,2,0.2664534959687066,2,2,Insufficient_Weight,16.902616736598954
43,1,1.8720075156483127,41.30265878516178,1,1,4,2.1076805844574724,1,0.4085295166660108,1,3,Insufficient_Weight,11.78590221444279
50,1,1.8496322085120425,152.92105442485203,0,1,1,1.7655856621598187,1,1.533423348841435,1,2,Obesity_Type_III,44.69886804154923
36,0,1.4690474977084231,47.6497319346319,1,3,2,1.3145470681527864,3,0.5907540076812321,2,0,Normal_Weight,22.07947721577475
52,0,1.659209207537759,163.97803868938394,1,3,4,2.2855038279190936,0,0.042777693350159574,0,2,Obesity_Type_III,59.56393614597318
58,1,1.9433278675777395,158.87600460936739,0,3,4,2.072596731594373,1,1.8883487270113237,1,3,Obesity_Type_III,42.06938396971225
28,1,1.51663386256588,56.264634664576405,0,1,4,1.549472502592602,3,0.33942683278982133,3,1,Normal_Weight,24.46098866467418
56,0,1.8406611717289871,106.73566283726329,0,2,2,1.9595427155647556,2,0.019116372296137163,3,1,Obesity_Type_II,31.503720754264275
42,1,1.9665336600077246,62.299957480860186,1,3,3,2.4914766300823787,3,0.47426320476664596,1,4,Insufficient_Weight,16.109608325716767
49,0,1.477665273393835,92.9475518017951,1,3,4,1.410543349101317,3,0.4700575742362674,1,3,Obesity_Type_III,42.568252396611584
26,0,1.8115627567321035,46.73956628673892,0,1,2,1.5858114934034582,1,0.8440105016914461,2,4,Insufficient_Weight,14.242227242790264
45,0,1.6981216948895461,67.21449806237028,1,2,1,1.6922219741882303,0,1.8407796630000737,0,4,Normal_Weight,23.309091078141453
20,1,1.7569628853486028,84.77237234626133,0,1,1,2.493452874402063,2,1.7583698355581958,2,0,Overweight_Level_I,27.461810260229388
35,1,1.4952309083366921,94.2695850310029,0,3,2,2.6938451991018137,1,0.9137891099648559,0,3,Obesity_Type_III,42.165287277285834
41,0,1.4727936844894778,162.16452853432054,1,1,3,1.7527769928832218,1,0.821799809983613,3,1,Obesity_Type_III,74.76047247281225
15,0,1.8034393300919884,140.79107135618165,1,3,2,1.5932417236678365,1,1.1100181729497025,3,3,Obesity_Type_III,43.28845047044783
55,0,1.8863539978049804,131.9136529833052,1,2,1,2.7788935167033544,2,0.4869080239435315,0,0,Obesity_Type_III,37.07177268442593
58,0,1.8644681275144726,106.66720565748875,1,1,1,2.9987298643853575,0,0.10436998393272567,2,3,Obesity_Type_II,30.684637063175227
19,0,1.7382170357691058,144.83971783614726,0,3,4,2.340707279323598,2,1.8784482723424134,1,3,Obesity_Type_III,47.93797295817101
41,1,1.5029294152021744,81.75467729261959,0,3,3,2.9799612299783615,2,0.37339796975434547,0,4,Obesity_Type_III,36.19390478704878
41,0,1.8146635552330874,128.32128820943782,0,3,2,2.31993255560382,0,0.3968014584914328,2,3,Obesity_Type_III,38.96785284034058
57,1,1.5782011082836973,164.2167808976497,1,3,1,2.46692054401565,2,0.9449206577078952,3,4,Obesity_Type_III,65.93148330233576
57,0,1.9328664124667134,78.64324252583505,0,1,1,1.7773120030870273,3,0.9832266896806614,1,4,Normal_Weight,21.05027301060526
33,1,1.8942806405592236,123.92620939537989,1,3,1,1.865935093998107,2,0.03686841940148389,3,2,Obesity_Type_II,34.53619789789301
43,1,1.8259729725563172,145.38367288320018,1,1,2,1.2882713279787903,1,0.2959094775479414,0,0,Obesity_Type_III,43.60406179825713
24,1,1.952888356590499,154.3917555021847,1,3,2,2.6455000295302464,2,0.7563096371214835,3,4,Obesity_Type_III,40.48268163891944
41,1,1.4666535654009747,129.45951905845283,0,1,3,2.8621180617744004,1,1.3674613870210781,3,3,Obesity_Type_III,60.183702860325205
38,1,1.8401862252822039,74.73459835055917,1,1,4,2.246876267388224,2,0.4568369136638717,0,4,Normal_Weight,22.069787618221095
52,1,1.6250286730482948,80.11155109768725,1,3,4,1.687294616890797,1,0.8460288924835253,1,4,Obesity_Type_II,30.337031590414064
46,0,1.9302149194137734,41.61551204761949,1,3,4,1.3080326507487325,1,1.1146901294329337,0,4,Insufficient_Weight,11.169761663662728
14,1,1.591337854230848,134.8716331866102,1,3,1,1.5303124594106299,1,1.777184989246584,2,1,Obesity_Type_III,53.25934597234859
40,0,1.8341739446369592,44.385190363805876,1,3,4,1.5108208417036866,0,0.6521410046542466,0,1,Insufficient_Weight,13.19340964966722
26,1,1.915152920414914,147.94619667994596,1,2,1,2.227055768327146,2,0.26711653172696703,0,1,Obesity_Type_III,40.33637732015749
54,1,1.4720781137428216,53.95123742379189,1,3,3,2.890074930727209,2,0.9785444517952164,1,1,Normal_Weight,24.89658031603852
16,0,1.660753217183779,60.656440529126456,1,3,1,1.096543773915963,3,1.4934432033681242,2,2,Normal_Weight,21.992100748518826
52,1,1.8540237869716274,99.04233532486191,1,3,3,1.002044599188896,3,0.21971951410546686,3,4,Obesity_Type_I,28.81311870402572
19,0,1.6911070114390212,131.97293231126156,1,1,3,2.200363888628651,3,0.8493669833939208,3,2,Obesity_Type_III,46.146916390881906
21,0,1.5916438937906054,56.51427785508379,1,3,4,1.5681209241594305,2,0.035570282524966856,3,3,Normal_Weight,22.308294420873057
40,0,1.5664968348762907,94.4489554583788,1,1,4,2.7610966846779137,0,0.06711836329450227,3,0,Obesity_Type_III,38.48913189039539
22,0,1.5197046814656803,99.8392605756732,0,1,1,1.654500615811634,1,0.9659067264333312,1,2,Obesity_Type_III,43.229772821608954
50,1,1.9042786667238296,65.7479908502425,0,1,2,1.5794752010577786,2,0.5963945963018589,2,1,Insufficient_Weight,18.1309884735843
46,1,1.7549383637233247,53.5603554617596,1,1,4,1.5390212424365945,0,1.6902145980108243,1,1,Insufficient_Weight,17.39080617223228
55,0,1.4904840208454717,144.38903629619057,1,2,4,1.2897056545364882,0,1.2043086122529085,0,3,Obesity_Type_III,64.99494325724565
57,1,1.6527675714924368,102.31067187010845,1,3,2,2.163060948554221,2,0.9078659234859807,2,4,Obesity_Type_III,37.45392793274536
37,1,1.6448988349267082,40.812035734003274,0,1,2,1.33642720466842,1,0.8158707421085927,2,0,Insufficient_Weight,15.08376898110189
28,0,1.5463217710760153,140.17564396494708,0,3,4,1.8492623195805817,0,0.9944909603791265,3,2,Obesity_Type_III,58.62364516320925
45,1,1.680819041500261,162.58001948223767,0,1,2,1.9219441045112977,2,0.08087766242532268,3,4,Obesity_Type_III,57.54733977532441
45,0,1.6260126636583623,115.34670062219516,1,2,1,1.040984093755949,1,1.7855867128413199,3,4,Obesity_Type_III,43.62719883626517
37,0,1.6311559639108566,102.46725677259292,1,1,3,1.033614559642285,3,1.9966063114679167,3,2,Obesity_Type_III,38.51182796026426
54,1,1.841684075627618,149.68039874366517,1,3,3,2.0404253775136585,0,0.36297424971739733,0,2,Obesity_Type_III,44.130075004032484
25,1,1.568329594317754,159.01711550025942,1,3,4,2.3920694644582645,0,0.24076592954923948,3,2,Obesity_Type_III,64.65009925534126
52,1,1.7901857781933384,134.07165140371,0,2,4,2.884284964560809,2,0.28715492689719047,1,2,Obesity_Type_III,41.835094418733746
15,0,1.7524443006568955,95.12706914652027,1,3,1,1.3582385683139102,2,1.3220541164687343,2,1,Obesity_Type_II,30.975310589120383
16,0,1.7510890315390697,113.6198963157615,0,3,2,1.2065176188721651,1,1.3228816769015495,0,4,Obesity_Type_III,37.054241971018044
50,1,1.8013938934551412,127.31785599226791,0,1,4,1.1041758138543019,3,1.6958483245568219,0,4,Obesity_Type_III,39.2348452663116
